Name,Weight (lbs),Sex,Claw Length (inches),Tail Length (inches),Fur Color,Eye Size (inches),Injury,Teeth Length (inches),Height (inches),Length (inches),Number of Siblings,Age,Wood Chucked (lbs)
HUSTLER,3.361125440846257,female,4.063270368800813,2.640079612116848,red,0.09508041970956267,no,1.8414960890956744,2.479727631783742,4.561289831383053,4,5.0,33.49722566235125
MORRIE,10.440732570750876,male,2.45581295563352,4.205357129167464,black,0.20701541571465232,no,4.911742432451501,7.011234813243417,19.21247501260333,10,5.0,1233.1394112378214
OLIVERFENWAY,8.035130825114852,female,3.5763641493235423,7.320919002106562,grey,0.13502546644904512,no,2.395038956496035,3.7547074801554063,13.197437040857965,7,10.0,50.00115894950494
CLIDE,8.524531165239079,female,2.195571212886083,5.113674393622776,light brown,0.24949123847223167,no,6.438806439376178,4.519114425983577,10.617670575384853,1,5.0,477.9155185028522
RECON,10.549084199046932,female,3.6909800396563592,7.4959549192368815,dark brown,0.2553732919916066,no,6.621401159052846,7.553120789280144,14.683588948797716,9,2.0,2063.5652028293875
STAMPIE,3.062298929735063,male,1.3834461525198196,1.7208035273428448,red,0.06787855909842756,no,1.3459697618632147,2.018147419442556,5.099116192262356,2,3.0,62.242205871773045
SONIC,14.778038554115078,male,1.8130114246865539,10.060651909171536,brown spots,0.37030331042271714,no,9.985017156158454,10.042375507558809,31.785420816240546,3,3.0,4787.354834933251
KLAUS,6.498573376084842,female,3.7459471885422713,4.048383548947738,grey,0.1498890574752225,no,2.9399413239199546,3.0819518160504034,11.626481557611836,7,8.0,65.20449264274795
OTIS,4.173207450928517,male,2.1498318068310875,2.469172290274651,black,0.07358845017115875,no,0.9725087790166339,2.4649714615254137,6.20099849197807,5,6.0,31.28300928230823
MOLNI,8.031800385180139,male,2.4967611025520915,5.401102668916137,dark brown,0.148273672015866,no,4.245728640576535,5.554199027849661,10.847984156450392,6,2.0,1107.1450679614957
TIMBRE,6.981621004931495,female,4.314741358152694,4.96591601105281,grey,0.16676174839788763,no,4.661825510253392,4.256610997398114,8.799806161046199,5,16.0,11.534567703646678
KYSA,9.512210425554779,female,4.4661503248220145,3.208407775904205,brown spots,0.24929100028454132,yes,5.427882550049137,8.421968127030627,10.953172351768503,1,2.0,686.9454275155093
BLAZE,9.454918107206774,female,3.6137781827157105,5.050340318538891,brown spots,0.23854170061721705,no,6.510285290032137,5.160673687413244,14.831820819486358,5,3.0,1733.7716831045586
LOGAN,8.257082248886688,female,3.239169572328936,6.78477674840349,red,0.15615757300219094,no,2.2330394640745763,5.582908976568951,15.885811920506374,5,7.0,229.48626175499038
DIRTIE,6.057845565725573,male,1.6522530180499662,4.873152320195355,black,0.10784353636680534,no,3.3392279865516095,6.4338240672575395,8.007729699158471,10,3.0,408.63370575869226
WALDO,11.429738537877569,female,4.307490517114165,7.1223233359801315,grey,0.1903067949505084,no,6.160968183446265,9.358787149630274,13.605381842478481,10,2.0,1897.782494328584
DEISEL,8.656333920964384,female,3.8557768594919666,7.225166757308945,brown spots,0.24228855673526692,no,3.0943439833934203,5.763732599417343,13.062265407095426,5,8.0,126.45002451938987
BELLE,10.50944603872495,male,1.4248571943855715,9.152245724163832,grey spots,0.18430642022873187,no,4.146581003514111,6.800799559785865,17.719329736101347,5,10.0,115.96692818810563
MAGIC,8.902511814723505,female,4.099903807626587,5.0482240211309515,light brown,0.15717876408828116,no,3.3734662737437113,6.883970510044143,7.973043634618384,7,8.0,78.45337905743054
FAITH ROSE,13.066236065628898,male,2.048925027827229,7.588920680303747,dark brown,0.2773896409899391,no,4.343474710824544,9.666323540158595,16.77712040296237,9,4.0,1684.8940662473444
SAMMI,5.001456726624154,female,4.191940132133458,2.5464526817472746,grey,0.14221620830840412,no,2.7747798710736435,3.0686452153737633,10.085317054658365,5,3.0,370.3272246484543
FRANKIE,7.903330850335848,female,4.246653301880382,5.121419737709111,grey spots,0.14743623248295473,no,3.5458053879546054,6.047869665635693,13.594250075677603,8,3.0,1184.2851868335358
HOODIE,4.519931568043757,female,4.287740065567463,3.3103552334899615,red,0.14000625902711822,no,1.94058261443022,3.6238990910445796,8.148923149400767,3,4.0,155.4992743531795
JUNIPER,10.025761584682204,male,1.7564409351639851,7.181724669479767,red,0.2620490905612627,no,4.743323158869197,6.80634796992067,15.877677701184465,6,4.0,1403.1004159260046
MAX,14.286863388288495,male,2.295073634094576,9.850564532578696,albino,0.3980102885815614,no,7.43503788355786,9.717537633148806,18.72074822757067,10,7.0,751.3070770638794
PHEOBE,7.898067019256747,male,2.111047286780991,4.953608696288255,red,0.1419961026745126,yes,3.6596496543366537,4.790199205118564,12.542330293783309,6,9.0,32.86398727988339
LANCE,7.583571153877062,female,3.472698895952163,3.959909544714218,dark brown,0.16860561847878494,no,3.972171151765683,4.866769840091732,4.504656564512146,1,4.0,251.691804329491
CESAR,6.037264880873115,male,1.781243241064875,4.743655248049633,albino,0.11706092497391594,no,1.4673540385833874,4.915614232711778,7.609717822239847,4,5.0,133.31374704259304
VALENTINO,8.58227911791577,female,3.7774421930899047,5.925594473924339,brown spots,0.21168310295632142,no,5.8974633970769705,7.090547415399493,17.213086425238412,1,4.0,1326.9551433384436
MORO,11.726204007853784,male,1.7080599006645512,5.601902844457911,red,0.30742395811541573,no,5.284262363037793,6.595647164721067,19.91768771816047,3,9.0,248.51238040986885
GRACIANN,4.509544403099711,female,3.5339560342481517,3.351174845783765,grey spots,0.1264590911619343,no,1.6562895465742715,2.4250226146610134,7.1292410423298005,8,1.0,254.08494347938705
NOAH,8.045743733954302,female,3.621980209732199,4.5427653935098204,red,0.15453247499234454,no,4.276872449126155,6.234914146006168,10.860206908118275,5,9.0,61.55356651533585
PUCKER BUTT,9.41146379096249,male,1.3163633415174971,5.150953617725684,red,0.16110454075081576,no,5.13346227823572,8.95698830105346,10.140519319955397,3,2.0,1210.7820229865438
OAXACA JOE,6.9252275334831515,female,4.105596381568361,3.268168453818829,red,0.19840711726315935,no,4.202266070788301,6.795222012881792,13.75868764413433,7,13.0,20.33710077085495
SHEENA,12.047402743094455,male,1.7847488680024404,5.930532819218721,light brown,0.29247049286470567,no,8.416887641503713,9.698229637455706,18.015811439415543,6,4.0,2016.8361859166744
GINGER MIA,8.440161578941394,female,3.620732473284026,5.970910890278604,grey spots,0.14439587411156654,no,5.28064779417352,4.2333245071398515,10.104026427048414,4,9.0,65.70597945349577
MIDGE,4.741440582166921,female,4.0810443101927945,1.885310262298237,grey,0.08540621422911024,no,2.371226290490119,4.288393673254979,7.47480078297963,5,12.0,11.212482614657077
ARLO LOERA,9.806293137282978,male,2.5373933771822728,7.119635657761323,black,0.19984928605588392,no,5.966175562102644,6.460534743128046,18.999188049447024,10,10.0,116.6064849889191
PATERSON,8.53222641359769,female,2.9063146890119183,5.26064124317799,dark brown,0.25376748936872356,no,5.171363396277337,6.373329799665783,11.970029186801911,3,11.0,37.39511323329215
CECE,9.268639606714531,female,4.198600611352569,7.20777294504724,brown spots,0.218039733446784,yes,3.2742706698581716,5.74737877343832,11.569987439207528,10,2.0,661.3964130094802
WALLY,11.949545210352863,male,1.7629263620908568,6.612467721672277,grey spots,0.23105565676951526,no,3.833322591124648,8.621016824228112,24.658249038779747,9,4.0,2814.3628403404314
BIG JAKE,10.663120372782124,male,2.192927068844349,8.191431085769525,albino,0.22520414168106276,no,4.607280422952867,11.076723557894386,17.418307940055506,3,8.0,275.18225280014286
FLIP,5.433035872258871,female,3.6229846706560083,3.0859485253983734,red,0.15450133866239257,no,1.4327062313145391,4.62037121372373,6.73378070344706,6,7.0,38.344998914166666
WILLA,14.129620552493318,male,1.7618149540067574,9.263133802075867,brown spots,0.4089692282554094,no,10.643858399995533,7.205107973385316,21.790337581211936,2,8.0,640.4033153906416
BROSEPH,9.007984725892031,male,1.5672077918116223,5.717082907361661,red,0.2047730631012486,no,6.0002338214849,6.668341514625114,13.2948378367809,6,1.0,1766.3866509999943
CHICHI,7.45386233325204,female,4.388940495219381,3.1631255419014312,brown spots,0.16062409587517673,no,2.0991285241983166,5.504163234725983,15.015086229266753,5,9.0,74.42154298488396
BALTO,5.088998517205924,female,3.187869460811759,4.43066504439767,red,0.10035985202196973,no,1.383630991833703,5.280188085253485,8.577132643085328,5,2.0,350.369858062225
ECHO 2,5.791189548889709,female,3.816722155373161,3.742441432926945,grey spots,0.09550388708630675,no,1.8383761668588272,2.840173503149313,10.63494548038412,8,1.0,632.3900859200961
CALYPSO,8.931315390992813,male,1.860937263582523,6.56238156982231,grey spots,0.21134291571531735,no,4.724635639680339,6.276854332728912,14.584879531669067,2,5.0,693.5139700048214
FRANK,11.801195477747193,male,1.3185368089201692,8.069716880185698,black,0.23954928177279183,no,6.134137612799149,8.48264382332107,20.16972033153318,11,12.0,88.8532562494238
BESSA,5.646163606105373,female,4.1172896526790375,4.58290622681365,grey,0.11168094450004919,no,1.297797043541931,3.8663131054993607,8.197989905674781,1,2.0,401.50015115434667
SMASH,9.255393349974453,female,2.9820060876498826,5.723021212222447,albino,0.227447967891504,no,1.1032926351180656,6.1476715879094845,19.226941159593608,1,1.0,2512.2510152053696
PALOOPA,6.816381471975011,male,1.2740944108267103,4.35995535053161,black,0.13864771216495347,no,3.398068786989344,4.443079298525169,12.345221503897037,9,17.0,4.9457212017932
DEEVA,16.583918436725156,male,1.8006028590407965,12.269551110929228,grey spots,0.4258358407814312,no,9.823824756697213,12.154845471576184,22.2080159684634,4,9.0,541.8689808473996
COATY,5.662202585516306,female,4.214376133862459,3.112798498399516,light brown,0.09430120690313695,yes,2.6982980457060126,3.8390590924118246,9.205035132359782,5,5.0,85.12989657062676
IRMA,8.782335490148574,female,3.439632149729464,6.612588481045735,grey spots,0.2030160446775067,no,4.340646680289714,5.826779983765041,8.577223600787091,7,21.0,7.752619825918989
MESHACH,10.392437625974758,male,2.6031307006078652,7.722272712466008,light brown,0.2825785011341119,no,2.88587451953907,7.813863979872342,13.527635730065594,6,6.0,451.79844272576884
NYX,11.787857951312235,male,2.332685896330356,6.995633229146497,light brown,0.2917378766261107,yes,4.733802571301994,6.8567578391418325,15.587199920093463,4,15.0,14.385538123040002
PUNKY,1.5377941466465161,male,2.8029949064366932,0.9851655954589701,grey spots,0.04634433314013593,yes,0.6949797996168694,1.28595738825709,2.4906130013046908,7,16.0,2.2687954917515416
TINO,7.548830717644122,male,1.494035257496551,3.7725377343658524,brown spots,0.14098267464222786,yes,2.0902808522807024,4.894262033815088,8.267104882349072,7,1.0,350.97708262406013
CAILOU,13.020094395594828,male,2.230575053134043,10.371315796305906,red,0.22659460590700956,no,9.323341483042903,8.072698506515808,16.98780589425055,6,2.0,2494.9023232600402
QUEENIE,10.133554152843367,male,1.7368387955295617,8.20424937587355,black,0.2105772695512376,yes,7.021401348382726,6.6905633498421855,14.431466168072102,3,2.0,1025.8110298129661
ESTRELLA,5.313015548215531,female,4.149562295491117,3.8116671219365417,black,0.13026833885737166,no,3.6733140227617334,3.3088905023128063,11.962984417884996,7,8.0,49.513804775995766
FLUFFY BLAZE,4.207161569609004,female,4.4314723528924365,2.0827897697791626,black,0.11006840998048956,yes,2.9364998535534794,1.856863312619883,7.2587960265927585,6,6.0,24.856742751808675
SNUFFY,5.060328520570344,male,0.7762259652349242,3.3503949526573944,grey spots,0.11665136070592522,no,2.720731324620579,3.8938806703211375,10.546566426655103,3,4.0,264.085645948433
SKIPPER,13.030266910493813,male,1.5712435351154763,10.908310651617331,grey spots,0.29161706030845264,no,134.8800540874156,8.67709921222609,21.859819240211596,4,2.0,3184.3484178063404
SHOKAN,6.146959689458462,male,3.0226810147502414,4.234402198645473,black,0.11854906130185289,yes,4.877219914624415,3.2696445951585833,9.86274042050233,6,1.0,374.55234172661943
JULIET,7.466511996846833,male,2.175982703544386,4.741642271329341,black,0.18057749629618838,no,4.023390016799386,6.933618663401998,12.087765521289862,5,3.0,928.7401187190835
MACGYVER,11.155576899573362,male,1.8158674335708687,7.366995392373623,grey spots,0.2795731380207202,no,3.395905535667337,6.319904735457803,17.42711615872608,8,4.0,1662.7706747202471
XANDER,10.358724199516214,male,2.032873862273445,4.886693483461407,black,0.17419625892383667,no,5.135913618912528,9.345026688122335,26.548145257060725,9,5.0,1868.0768112849128
CAICOS,9.496451645526538,female,4.047490355681665,5.641322396645155,red,0.23939478378492204,no,2.922591905795457,7.451246259127267,16.03893838580842,4,1.0,2106.45420107451
TUGG,5.427620546873289,female,2.3719833607720786,2.4298658983334858,red,0.10405637996381166,no,2.81976531950398,2.877405755368974,9.46526786190982,9,12.0,10.151465379400495
SHYLO,9.141972647575045,male,1.972543434441082,5.042124366123757,grey,0.26748686855975395,no,5.670847656552083,9.58354660405769,14.42537134829768,2,8.0,166.271043580283
ISIS,6.157679541239136,,4.354411775575429,2.3444535890439457,grey spots,0.15297159893743145,no,1.993850323301246,5.233468936181727,12.76838620122972,3,4.0,472.2806870671183
DAGAN,16.598026179420806,male,1.9696664367455554,10.07182045601827,red,0.3673276642396148,yes,7.245743795500157,11.772199681324764,31.508752284591907,5,6.0,1173.8728106063122
BJORN,9.252787641882156,female,4.209805147420943,6.079452180676012,red,0.15047180473479185,no,3.6383967709058087,5.504194899262964,17.612999461238477,8,6.0,548.3107333324164
KESUGI,9.728931587759153,female,4.120080191127916,5.021347657450899,albino,0.148686296889843,no,5.206118971985954,7.556810795387108,16.35090456786486,10,4.0,1401.1498783365673
LINA AYALA,7.975065993954447,female,3.7050750505529324,6.256531512476472,red,0.16212360705411927,no,2.318058783394794,3.807808359834134,10.822055755327689,7,1.0,1061.1400673282806
MADISON,11.113364971420639,male,2.1723227382671833,8.557739917533414,black,0.22193776217996833,no,2.4665879596371023,6.849835181672459,17.079593166887584,11,9.0,174.12760547606993
ANGIE,8.079750016464219,male,2.006309819135623,3.941852383720902,black,0.1219566060312136,no,4.948167865732488,4.448983636038609,6.3181164528509886,6,1.0,704.4406570704687
BRUZER,6.998514671434417,male,1.6560668082246583,4.5080591815439695,albino,0.2079829332324221,no,2.441037655489235,5.255369442317232,13.054830197074901,4,4.0,608.0941683717493
PERCY,8.441277739517407,female,3.9025414854243228,3.8042405100382335,dark brown,0.21709565460610336,no,2.6863923661250055,4.854773044536693,18.8138560216467,10,6.0,510.2932722192094
BLAKE,14.548230831998339,male,1.7852102744196763,7.723313584036412,albino,0.33941452008838413,no,5.552894432083945,10.301290044076987,26.886422126734228,0,1.0,3939.818523768289
JIROU,7.423699158925623,male,1.5787266376511107,5.358320585585965,brown spots,0.1429160316835408,no,4.858631186694041,3.8905566536292726,11.577090661674026,7,3.0,936.1563391332949
STACHE,11.10692397484966,male,2.0693820297967322,7.298873451732789,grey spots,0.30414466166134047,no,3.8666137432041108,7.371366172328676,19.407645878539117,4,2.0,2770.7402166374786
DOUGLAS,13.671643342687172,male,1.68130701854749,8.77636414353308,black,0.3479467849758177,no,6.85060514797099,11.55319156080517,20.2483887617373,0,7.0,779.2530608779596
MARSY,13.08822294505681,male,1.7206545818006924,6.273580975975243,albino,0.24318439301042008,yes,4.870515185675543,9.49435931155858,20.86126369454942,3,2.0,1505.685054579947
DELANIE,13.584546125988483,male,1.79101184148462,9.724595655367551,dark brown,0.2244944590405624,no,9.46547796312358,8.004525683823752,25.867852540264334,4,5.0,2393.2273381765876
ALBERT E III,6.510821328689861,female,4.506669759606534,3.4664133787056395,black,0.13757674278539195,yes,3.478026191253284,2.6361020567481224,10.369888728275136,2,6.0,77.59127899529291
WOOTIE,8.648027779983721,female,3.9973356666641515,5.921348850676533,black,0.2245482468600523,no,4.427630287815859,6.403049287532804,13.88388311092183,5,8.0,138.71279336846726
KOLSCH,10.950545801544235,male,1.7472414119255133,4.916571097166208,grey spots,0.20247439353476412,yes,4.927366466162491,6.541544710601484,21.55168346172068,8,13.0,30.51518219742418
RUSSEL,7.533106151752195,female,3.202242919795391,5.504643612826068,albino,0.22540986839084,no,4.048702467208917,4.273946247125552,13.721864575318486,5,13.0,20.721032482272925
BRAM,4.1345784690092096,female,3.449533915964186,2.554494323009806,grey,0.06930204931820845,no,2.834911408328563,2.991487259896598,4.1140933793542125,3,2.0,134.9525342548562
NELCHINA,11.532822662124534,male,1.5952401224206219,6.759054444544236,black,0.2955525070876091,no,3.3253681316573522,7.332641274807393,21.60143714096048,7,1.0,3336.451821886945
DRAGON,8.918413762976016,female,2.942053106776594,6.476629569848249,grey,0.19799952553184627,yes,2.692986443633722,6.834139306713888,16.05048774707877,9,18.0,5.846890248326249
CLEMENTINE,13.583345612870717,male,2.3267332412065764,11.252420402914401,grey,0.3262241271087881,no,6.304481312953067,7.724822264598828,24.008630098161998,6,10.0,293.0966272481071
DOLLA,4.910324877536767,male,0.9356911683842176,3.3791969856001063,dark brown,0.11768753518825975,no,2.8059790217749097,4.085563912286944,6.883513232683756,4,4.0,152.39933247568356
PALIN,5.463674332890897,male,1.2339507116506452,2.1642134408353026,grey,0.1490414599329382,no,2.667004271444298,4.858576019275814,8.229530729404892,3,1.0,434.00692711933885
PUNKIN,9.013336320196366,male,1.843143713333767,6.9770764363319495,grey,0.21739179815075013,no,4.494159992292814,7.809052017843491,14.35151921781281,8,3.0,1490.2748718868067
HENDRICKS,7.747658279045016,female,3.0510680573569995,4.1159510583265515,brown spots,0.2275003039435039,no,3.1009995819662546,5.331545528530689,10.612909891259836,1,11.0,27.082184829608657
COREY,9.702706592795721,male,1.9239130595221028,7.320519778574959,brown spots,0.23338558789546915,no,5.348376612965175,5.8472690519483645,17.75692237617005,8,6.0,612.1659031269091
MATILDA,13.620177724210311,male,1.1484231424509985,8.720567054242622,albino,0.24246823445364526,no,8.191067306061855,6.89171839249788,27.095460713214116,5,2.0,4388.6486312077095
BUDDHA,8.895899147451253,female,4.283382489208122,3.23082370621551,albino,0.21419524773697782,no,2.757302054301561,7.101855478408943,15.202567356309526,3,5.0,676.286556020606
BUTTERS,12.466750765838947,female,3.2457269532865136,8.300195657742954,grey spots,0.3111833015310108,no,3.3290356186650567,8.376770229885716,13.398924145063784,4,5.0,886.160047884186
TUGARUS,5.219729040961711,female,3.2837266406824295,3.7428830714862507,grey spots,0.1412100858244499,no,2.8965936247707735,4.073834180901604,9.087008529035606,9,7.0,51.51333992352751
EMILY,8.097413602302534,female,3.926908398196094,6.192642250381836,grey,0.15924524990627573,no,3.725746093945515,5.846279697356489,19.205475221664386,7,17.0,16.367483539734977
PRINCESS LEA,9.220352644733172,male,1.5073703258524438,6.949201470413775,albino,0.13750997189990743,no,4.621315336121627,7.157601980883172,18.798536765684016,5,1.0,2650.2902261017484
SAILOR,8.969866294550119,male,2.5847769485940493,6.928060103897927,dark brown,0.21055308316931948,no,3.5323400900154347,4.90114945912715,14.728804069669993,3,7.0,245.84195644706116
BARRET,6.399657474118704,female,3.4112302694852303,3.6119650087720006,black,0.14146940582848233,no,3.60689579473855,4.084548498256092,10.073658265294087,11,2.0,731.8282378433976
SEAMUS,7.872985594434863,male,2.345123875563369,5.214762181416313,light brown,0.1660783220664504,no,3.5921186695923724,5.6607446693147505,13.937091628828195,3,2.0,1424.6760777908303
VINCENT,9.407243524344258,female,2.8951674352973167,4.4719799041659805,albino,0.16944882792798105,no,4.434487550868592,7.719833420532756,18.50186134669258,10,2.0,2474.833626730788
GEORGIE GIRL,7.389686168912683,male,1.863253263940454,3.9326398949218437,albino,0.1496398222076796,no,3.0868729171329763,5.867498567141593,9.491271336427667,5,3.0,677.231232080332
LUCY BELL,7.073775675960489,female,4.564216356308548,3.3035417454417253,grey spots,0.19096454313656985,no,3.2168041780206846,4.251610588842086,10.73726359343589,4,3.0,740.8677752014692
JUDE,6.945935464083783,female,3.089315076685767,4.626868886097369,grey,0.13922880687394992,no,3.0633126385779836,3.9822731588570788,17.381016177935695,5,17.0,11.14063257752705
ABIGAIL,13.900092508673984,male,1.2171046065729623,9.206091642087166,light brown,0.374870328709659,no,3.6701115148029517,10.833920494481516,23.474695049008663,4,1.0,3358.662052554094
ANNABELL,4.614354998987114,female,4.196236832537079,2.7295341260976884,light brown,0.09649325153717829,no,1.890134355117988,3.831729312089532,7.390184046743139,4,1.0,273.79645383043
HOOTCH,8.49058740053963,female,4.276930904879136,5.606675536903871,black,0.2603098591099696,no,2.9291040122265444,7.4463120658103445,14.528577546367245,8,4.0,973.7071542954491
BILLY,10.15580114566233,female,3.884725670780339,6.64329152044383,dark brown,0.214519676514466,no,6.761671234548078,5.836689559787979,14.341052018143662,6,1.0,2051.779586042385
ISOBEL,5.150239223239194,female,3.9334339383649968,2.0556858436978924,light brown,0.12370220779241164,no,2.0185425861522757,3.7757416911606136,6.554852154222658,6,7.0,36.20925888107261
CHELSEY,8.222571873317541,female,4.015704456922975,5.453173328609013,grey,0.13515975808578412,no,3.954410127312286,8.046946732843526,11.089293262948914,6,5.0,426.57671685290535
SNIPER RIFLE,8.721989626504877,male,1.664537322129771,3.884459829609369,light brown,0.13128658671356006,no,4.47694694489871,7.888851676266477,14.010823907466442,1,9.0,89.70494211988844
RENA,14.000694544492205,male,2.003912942597841,6.511141147465006,grey spots,0.2955251499284611,no,4.662545038361119,5.794028951054455,18.37344489667312,6,5.0,1435.9266809321578
ZADER,6.448613865509749,male,2.364731841596048,4.394563392448859,black,0.17235760163685204,no,2.9751532239692997,5.648620956972707,10.115302229847979,10,2.0,707.1132946819406
BEREN,9.68391428743621,male,1.8732005064156227,4.992094096561952,light brown,0.2667335082689866,no,3.2017448753755486,5.031428461398162,17.294625024106836,3,7.0,345.87275705459007
LEASHA,9.73186248509243,male,2.499128438524041,4.656009047351633,albino,0.17362462915010007,no,6.206680044487047,5.2224151329907595,15.923088558859522,4,8.0,210.85723633177355
ALEXXEE,3.8938220116970714,female,4.62970123797209,2.2516864941343524,grey spots,0.08649418654254207,no,2.3416449023769883,2.148311632567595,6.997387852873654,5,4.0,106.81281183681092
LIBERTY,9.042461677802935,female,3.7352811176408545,4.529047572646673,grey spots,0.24255478654067422,no,4.474204243045418,6.351746074053077,18.10612198167106,6,4.0,1458.7634148402085
LITTLE BUDDY,8.822763787261167,female,4.063515617448454,4.437704510592744,light brown,0.2874262002261007,no,5.071707106888019,3.7314678459673574,10.084205744546592,7,11.0,37.05065397985225
TULLA,7.150861273646206,male,1.244062505382221,4.328636646220889,red,0.23645877724387415,no,2.5985321350930617,4.323821477183118,15.259884635582576,10,6.0,273.9570909319924
ELO,8.183986781316287,female,3.088788069234871,5.440745437905773,albino,0.1727982448790156,yes,2.062582195586821,3.8949854817275145,8.824432907953579,4,2.0,398.03862670174885
NERRE,5.787413929914211,female,3.8744689892021893,2.519102840587162,red,0.11173306735259972,no,2.614197215101312,5.1541795957955285,6.120219456874221,6,9.0,20.617187724551517
GOOBER,8.266612627275654,male,0.9628724073227162,5.555690055240015,red,0.1919076168620283,no,3.3833432584989045,6.810380858708336,12.13363932523965,4,1.0,1318.8648004894928
KUPAA,9.220548067711192,male,2.252537227505645,6.543401951748626,dark brown,0.13175746313549164,yes,1.955059594055866,7.971814091092936,14.146265276804753,5,4.0,502.15547988623825
BOOZIE,10.166443181422613,male,2.2442588775181753,6.21141899226167,brown spots,0.13377656513177386,yes,6.838165714708909,5.516511855246751,19.28156088228119,7,1.0,1505.863583276699
MADDIE,9.102021955294154,female,4.408859678880004,7.154730448670967,black,0.20182917460027688,no,3.9761649410519806,7.870211419073198,20.03320688127263,3,3.0,2307.8336625975376
YONAH,9.292500066916572,female,3.243722280749083,5.329004141990759,black,0.2128605413524811,yes,3.6194509877101098,5.503401909208519,12.267521240286646,4,12.0,16.066725156943825
KANE,10.01328469780202,male,2.509119472981017,6.396443317269187,brown spots,0.2381705608558689,no,3.6189904804349764,8.650326538914543,10.764197854070986,4,1.0,1328.62106703633
ANCHOR,14.08092189226022,male,1.5469506960220114,12.870350851277662,light brown,0.37402573226196023,no,6.971525369173177,13.18622521781154,26.97973035674639,2,16.0,61.15895485896239
NANA,10.127814023128876,male,0.6622874299068938,5.516912584076836,red,0.22050297258179083,yes,2.4630548714382408,6.329455956187336,23.670953092888674,5,2.0,1742.8476548217006
OBOL,7.429264826504153,female,4.3814035725290825,4.807020261020721,brown spots,0.16920822063474594,no,4.521968664351501,6.259589773619204,13.720885425270884,4,8.0,105.93136586660778
KIANA,5.519575578854035,male,2.621831997856771,3.9771601340703904,light brown,0.1526015276557262,yes,3.1734047243137673,5.3931508055488715,7.154397531335355,4,4.0,102.86619405818941
RUFUS,7.5267751564713885,male,2.0113948198916094,5.330647506832327,light brown,0.15374682312787186,no,4.32569873537485,5.244300556713682,10.881663014466463,7,1.0,1088.656368560661
LAPTOP,6.479030856602593,female,3.9786588764496784,5.0496353479306295,light brown,0.15516660412562922,no,2.7199339809977405,3.672302963927239,10.569044501321445,7,2.0,739.7555435038684
BROOK,8.322385974466686,female,4.0290187200268095,5.13081713931111,black,0.18863205321155985,no,1.3019635895891186,7.045339562843475,14.913642720480365,5,6.0,351.00621155730994
KRYSTAL,6.380573783123962,male,2.2147363379780303,3.7581238237174945,red,0.12511203829567538,no,2.3210098488930053,3.3868638095298493,10.554373729944585,3,2.0,711.7526057116456
LILA,7.840508001822455,female,4.0049703500235285,5.4825139954825275,brown spots,0.20520850553373057,no,4.690030534161003,6.198094339520104,15.625302512026334,8,1.0,1795.3756763914632
LISTO,4.010138739987348,female,3.2142087979269167,3.3056218172310263,brown spots,0.12045349210957375,no,0.7104904065359571,2.864006502070621,8.712133425130837,1,12.0,8.339390875354265
BRIOSCA,8.911517608592828,female,4.74273233506989,4.7055773901734765,brown spots,6.053039990993057,no,4.299861014957232,6.377776759988889,21.408873342075537,6,1.0,3049.2349569873236
COOPER,13.20086934223544,male,1.4837591533368155,8.483539776648236,dark brown,0.2603604953456482,no,5.617371944035433,6.818688765125596,16.206291793400887,6,13.0,60.11861290909098
A-LIEN,14.459738239795279,male,2.4941652292313843,12.507422730774662,grey spots,0.408209095832814,no,9.59998186745464,9.275488520564998,30.66475183611764,1,9.0,671.367154192449
NODENS,5.4308051310419,male,1.8181654704812116,4.004056982561739,brown spots,0.13736703056001776,no,2.219393466192811,3.9724177364563698,10.888806212238544,10,11.0,12.870244044520886
KATI,13.1627322262399,male,1.56150068392225,7.461481844615486,grey spots,0.27166972542941625,no,7.593215789627088,8.320422753926017,21.094568476683182,4,9.0,344.37497883438607
BEARCOOT,8.673605738175736,male,1.683064914357613,5.437367779843705,grey,0.23073315307024386,no,5.598452367169753,5.165859924111136,17.588989778135915,9,2.0,2220.634152538976
BEAR,12.810488241581576,male,2.2815449094382574,7.672803889219185,black,0.21698627604646953,no,5.837641944143339,9.626346140669442,23.43148761923983,6,3.0,3280.862604840813
SCHNITZEL,9.662652540750551,male,1.9911041988091065,5.0947765527715765,black,0.27529294544979394,yes,5.048947277799987,6.54703342266952,17.612263105409248,9,1.0,1256.9655945827276
KIKO,9.289973598878989,female,2.557454780097836,5.217205747599555,albino,0.2345188589589055,no,4.007819547708033,8.145754890543206,20.346516220003533,3,9.0,168.2907152351846
GRETA MAE,7.560118560151623,female,3.144756353522228,5.42970117659441,brown spots,0.12672612680107448,no,3.256788588488611,7.365211497093245,7.37062089160418,5,2.0,626.2473435702772
CHAUNCEY,5.514482111761346,female,4.609669945968049,4.022696211918313,red,0.14318449438194716,no,3.104018288852801,4.191825249352234,10.62170355714495,4,2.0,581.9755915093367
BRAUM,11.334844042171085,male,0.8063442746733194,9.837841911830823,albino,0.2341159188587116,no,6.662457218937323,9.38747153330432,20.481528063758507,6,1.0,3246.4749540083403
XENA,7.310451547119643,female,4.574985021412824,3.410465142665624,black,0.17406937557333327,no,2.6665736418763877,4.601568885484834,11.16676529091641,0,3.0,790.2429720086673
FARLEY,10.199565166879582,female,3.521923087994506,6.345142555942892,albino,0.26540500701501885,no,4.69713006259857,6.230694740828845,23.098838290159048,4,9.0,239.3025939823819
